year,date_label,rank,team,points
2024,15 February,177,MRI,944.95
2024,15 February,178,BRB,943.80
2024,15 February,179,CAM,931.47
2024,15 February,180,DMA,922.25
2024,15 February,181,CHA,920.37
2024,15 February,182,BLZ,918.68
2024,15 February,183,BAN,916.75
2024,15 February,184,BHU,913.02
2024,15 February,185,COK,897.30
2024,15 February,186,SAM,896.78
2024,15 February,187,MAC,896.62
2024,15 February,188,ASA,890.97
2024,15 February,189,LAO,889.62
2024,15 February,190,MNG,889.16
2024,15 February,191,STP,888.94
2024,15 February,192,DJI,882.76
2024,15 February,193,ARU,879.32
2024,15 February,194,BRU,870.63
2024,15 February,195,PAK,856.54
2024,15 February,196,TGA,856.18
2024,15 February,197,CAY,851.19
2024,15 February,198,SOM,845.66
2024,15 February,199,SEY,845.53
2024,15 February,200,TLS,843.40
2024,15 February,201,GIB,840.80
2024,15 February,202,BAH,835.81
2024,15 February,203,LIE,833.01
2024,15 February,204,SRI,822.03
2024,15 February,205,GUM,821.91
2024,15 February,206,TCA,818.57
2024,15 February,207,VGB,807.57
2024,15 February,208,VIR,796.78
2024,15 February,209,AIA,785.69
2024,15 February,210,SMR,741.61
2024,15 February,-,ERI,
2025,22 December,1,ESP,1877.18
2025,22 December,2,ARG,1873.33
2025,22 December,3,FRA,1870.00
2025,22 December,4,ENG,1834.12
2025,22 December,5,BRA,1760.46
2025,22 December,6,POR,1760.38
2025,22 December,7,NED,1756.27
2025,22 December,8,BEL,1730.71
2025,22 December,9,GER,1724.15
2025,22 December,10,CRO,1716.88
2025,22 December,11,MAR,1716.34
2025,22 December,12,ITA,1702.06
2025,22 December,13,COL,1701.30
2025,22 December,14,USA,1681.88
2025,22 December,15,MEX,1675.75
2025,22 December,16,URU,1672.62
2025,22 December,17,SUI,1654.69
2025,22 December,18,JPN,1650.12
2025,22 December,19,SEN,1648.07
2025,22 December,20,IRN,1617.02
2025,22 December,21,DEN,1616.75
2025,22 December,22,KOR,1599.45
2025,22 December,23,ECU,1591.73
2025,22 December,24,AUT,1585.51
2025,22 December,25,TUR,1582.69
2025,22 December,26,AUS,1574.01
2025,22 December,27,CAN,1559.15
2025,22 December,28,UKR,1557.47
2025,22 December,29,NOR,1553.14
2025,22 December,30,PAN,1540.43
2025,22 December,31,POL,1532.04
2025,22 December,32,WAL,1529.71
2025,22 December,33,RUS,1524.52
2025,22 December,34,ALG,1517.68
2025,22 December,35,EGY,1515.18
2025,22 December,36,SCO,1506.77
2025,22 December,37,SRB,1506.34
2025,22 December,38,NGA,1502.46
2025,22 December,39,PAR,1501.50
2025,22 December,40,HUN,1496.29
2025,22 December,41,TUN,1494.86
2025,22 December,42,CIV,1489.59
2025,22 December,43,SWE,1487.13
2025,22 December,44,CZE,1487.00
2025,22 December,45,SVK,1485.65
2025,22 December,46,GRE,1480.38
2025,22 December,47,ROU,1465.78
2025,22 December,48,VEN,1465.22
2025,22 December,49,CRC,1464.24
2025,22 December,50,UZB,1462.03
2025,22 December,51,PER,1459.57
2025,22 December,52,CHI,1457.84
2025,22 December,53,MLI,1455.03
2025,22 December,54,QAT,1454.96
2025,22 December,55,SVN,1447.31
2025,22 December,56,COD,1444.16
2025,22 December,57,CMR,1440.43
2025,22 December,58,IRQ,1436.94
2025,22 December,59,IRL,1436.04
2025,22 December,60,KSA,1429.48
2025,22 December,61,RSA,1426.73
2025,22 December,62,BFA,1404.81
2025,22 December,63,ALB,1401.07
2025,22 December,64,JOR,1388.93
2025,22 December,65,HON,1379.54
2025,22 December,66,MKD,1378.57
2025,22 December,67,CPV,1370.49
2025,22 December,68,UAE,1370.47
2025,22 December,69,NIR,1366.02
2025,22 December,70,JAM,1362.46
2025,22 December,71,BIH,1362.37
2025,22 December,72,GHA,1351.09
2025,22 December,73,GEO,1347.88
2025,22 December,74,ISL,1344.72
2025,22 December,75,FIN,1341.81
2025,22 December,76,BOL,1329.56
2025,22 December,77,ISR,1328.14
2025,22 December,78,GAB,1321.25
2025,22 December,79,OMA,1313.46
2025,22 December,80,KOS,1308.84
2025,22 December,81,GUI,1307.05
2025,22 December,82,CUW,1302.70
2025,22 December,83,MNE,1297.09
2025,22 December,84,HAI,1294.49
2025,22 December,85,UGA,1288.01
2025,22 December,86,SYR,1282.62
2025,22 December,87,NZL,1279.25
2025,22 December,88,BUL,1272.19
2025,22 December,89,ANG,1271.54
2025,22 December,90,BHR,1258.53
2025,22 December,91,ZAM,1258.40
2025,22 December,92,BEN,1255.72
2025,22 December,93,CHN,1249.06
2025,22 December,94,GUA,1245.77
2025,22 December,95,PLE,1244.73
2025,22 December,96,THA,1243.27
2025,22 December,97,EQG,1229.09
2025,22 December,98,TRI,1227.32
2025,22 December,99,BLR,1227.09
2025,22 December,100,SLV,1226.65
2025,22 December,101,TJK,1224.93
2025,22 December,102,MOZ,1223.48
2025,22 December,103,LUX,1218.91
2025,22 December,104,KGZ,1201.22
2025,22 December,105,MAD,1198.87
2025,22 December,106,ARM,1196.08
2025,22 December,107,VIE,1189.51
2025,22 December,108,LBN,1187.96
2025,22 December,109,COM,1186.41
2025,22 December,110,NIG,1185.09
2025,22 December,111,LBY,1183.06
2025,22 December,112,TAN,1181.22
2025,22 December,113,KEN,1179.54
2025,22 December,114,KAZ,1173.00
2025,22 December,115,MTN,1171.35
2025,22 December,116,GAM,1161.55
2025,22 December,117,SDN,1154.44
2025,22 December,118,NAM,1153.22
2025,22 December,119,PRK,1151.05
2025,22 December,120,SLE,1149.10
2025,22 December,121,MAS,1145.89
2025,22 December,122,IDN,1144.73
2025,22 December,123,SUR,1140.54
2025,22 December,124,TOG,1140.35
2025,22 December,125,FRO,1135.42
2025,22 December,126,MWI,1133.75
2025,22 December,127,AZE,1132.97
2025,22 December,128,CYP,1128.50
2025,22 December,129,ZIM,1123.69
2025,22 December,130,EST,1123.11
2025,22 December,131,RWA,1117.78
2025,22 December,132,NCA,1116.86
2025,22 December,133,GNB,1108.09
2025,22 December,134,CGO,1105.96
2025,22 December,135,KUW,1105.10
2025,22 December,136,PHI,1090.95
2025,22 December,137,TKM,1087.52
2025,22 December,138,BOT,1084.56
2025,22 December,139,CTA,1083.57
2025,22 December,140,LVA,1082.68
2025,22 December,141,LBR,1081.46
2025,22 December,142,IND,1079.52
2025,22 December,143,DOM,1077.49
2025,22 December,144,LES,1065.97
2025,22 December,145,BDI,1060.22
2025,22 December,146,LTU,1056.34
2025,22 December,147,ETH,1055.36
2025,22 December,148,SGP,1050.35
2025,22 December,149,YEM,1049.49
2025,22 December,150,NCL,1042.62
2025,22 December,151,GUY,1041.90
2025,22 December,152,SOL,1039.86
2025,22 December,153,HKG,1038.14
2025,22 December,154,SKN,1035.25
2025,22 December,155,FIJ,1029.70
2025,22 December,156,PUR,1020.07
2025,22 December,157,TAH,1019.04
2025,22 December,158,MDA,1012.64
2025,22 December,159,SWZ,1010.52
2025,22 December,160,VAN,997.01
2025,22 December,161,MLT,996.59
2025,22 December,162,AFG,991.19
2025,22 December,163,MYA,990.81
2025,22 December,164,GRN,989.59
2025,22 December,165,ATG,986.58
2025,22 December,166,CUB,980.49
2025,22 December,167,LCA,980.28
2025,22 December,168,SSD,977.50
2025,22 December,169,BER,976.87
2025,22 December,170,PNG,974.90
2025,22 December,171,VIN,963.74
2025,22 December,172,AND,949.44
2025,22 December,173,MDV,945.02
2025,22 December,174,TPE,938.21
2025,22 December,175,MSR,916.75
2025,22 December,176,MRI,915.51
2025,22 December,177,CHA,914.65
2025,22 December,178,BRB,914.42
2025,22 December,179,CAM,911.54
2025,22 December,180,BAN,911.10
2025,22 December,181,BLZ,910.74
2025,22 December,182,NEP,902.52
2025,22 December,183,DMA,901.37
2025,22 December,184,ASA,883.17
2025,22 December,185,MNG,879.75
2025,22 December,186,COK,877.53
2025,22 December,187,SAM,876.41
2025,22 December,188,BRU,875.78
2025,22 December,189,STP,871.63
2025,22 December,190,LAO,871.16
2025,22 December,191,ARU,867.94
2025,22 December,192,BHU,867.86
2025,22 December,193,MAC,865.29
2025,22 December,194,SRI,857.40
2025,22 December,195,CAY,851.74
2025,22 December,196,DJI,847.03
2025,22 December,197,TGA,835.64
2025,22 December,198,TLS,835.55
2025,22 December,199,PAK,833.16
2025,22 December,200,SOM,828.90
2025,22 December,201,GUM,823.08
2025,22 December,202,GIB,818.03
2025,22 December,203,SEY,805.33
2025,22 December,204,TCA,803.98
2025,22 December,205,LIE,799.80
2025,22 December,206,BAH,796.60
2025,22 December,207,VIR,776.60
2025,22 December,208,VGB,776.54
2025,22 December,209,AIA,759.78
2025,22 December,210,SMR,726.03
2025,22 December,-,ERI,
2025,19 November,1,ESP,1877.18
2025,19 November,2,ARG,1873.33
2025,19 November,3,FRA,1870.00
2025,19 November,4,ENG,1834.12
2025,19 November,5,BRA,1760.46
2025,19 November,6,POR,1760.38
2025,19 November,7,NED,1756.27
2025,19 November,8,BEL,1730.71
2025,19 November,9,GER,1724.15
2025,19 November,10,CRO,1716.88
2025,19 November,11,MAR,1713.12
2025,19 November,12,ITA,1702.06
2025,19 November,13,COL,1701.30
2025,19 November,14,USA,1681.88
2025,19 November,15,MEX,1675.75
2025,19 November,16,URU,1672.62
2025,19 November,17,SUI,1654.69
2025,19 November,18,JPN,1650.12
2025,19 November,19,SEN,1648.07
2025,19 November,20,IRN,1617.02
2025,19 November,21,DEN,1616.75
2025,19 November,22,KOR,1599.45
2025,19 November,23,ECU,1591.73
2025,19 November,24,AUT,1585.51
2025,19 November,25,TUR,1582.69
2025,19 November,26,AUS,1574.01
2025,19 November,27,CAN,1559.15
2025,19 November,28,UKR,1557.47
2025,19 November,29,NOR,1553.14
2025,19 November,30,PAN,1540.43
2025,19 November,31,POL,1532.04
2025,19 November,32,WAL,1529.71
2025,19 November,33,RUS,1524.52
2025,19 November,34,EGY,1520.68
2025,19 November,35,ALG,1516.37
2025,19 November,36,SCO,1506.77
2025,19 November,37,SRB,1506.34
2025,19 November,38,NGA,1502.46
2025,19 November,39,PAR,1501.50
2025,19 November,40,TUN,1497.13
2025,19 November,41,HUN,1496.29
2025,19 November,42,CIV,1489.59
2025,19 November,43,SWE,1487.13
2025,19 November,44,CZE,1487.00
2025,19 November,45,SVK,1485.65
2025,19 November,46,GRE,1480.38
2025,19 November,47,ROU,1465.78
2025,19 November,48,VEN,1465.22
2025,19 November,49,CRC,1464.24
2025,19 November,50,UZB,1462.03
2025,19 November,51,QAT,1461.60
2025,19 November,52,PER,1459.57
2025,19 November,53,CHI,1457.84
2025,19 November,54,MLI,1455.03
2025,19 November,55,SVN,1447.31
2025,19 November,56,COD,1442.50
2025,19 November,57,CMR,1440.43
2025,19 November,58,IRQ,1438.92
2025,19 November,59,IRL,1436.04
2025,19 November,60,KSA,1428.74
2025,19 November,61,RSA,1426.73
2025,19 November,62,BFA,1404.81
2025,19 November,63,ALB,1401.07
2025,19 November,64,HON,1379.54
2025,19 November,65,MKD,1378.57
2025,19 November,66,JOR,1377.66
2025,19 November,67,UAE,1369.71
2025,19 November,68,CPV,1367.95
2025,19 November,69,NIR,1366.02
2025,19 November,70,JAM,1362.46
2025,19 November,71,BIH,1362.37
2025,19 November,72,GHA,1351.09
2025,19 November,73,GEO,1347.88
2025,19 November,74,ISL,1344.72
2025,19 November,75,FIN,1341.81
2025,19 November,76,BOL,1329.56
2025,19 November,77,ISR,1328.14
2025,19 November,78,GAB,1321.25
2025,19 November,79,OMA,1312.45
2025,19 November,80,KOS,1308.84
2025,19 November,81,GUI,1307.05
2025,19 November,82,CUW,1302.70
2025,19 November,83,MNE,1297.09
2025,19 November,84,HAI,1294.49
2025,19 November,85,UGA,1288.01
2025,19 November,86,NZL,1279.25
2025,19 November,87,SYR,1278.10
2025,19 November,88,BUL,1272.19
2025,19 November,89,ANG,1271.54
2025,19 November,90,ZAM,1260.06
2025,19 November,91,BHR,1258.68
2025,19 November,92,BEN,1255.72
2025,19 November,93,CHN,1249.06
2025,19 November,94,GUA,1245.77
2025,19 November,95,THA,1243.27
2025,19 November,96,PLE,1230.55
2025,19 November,97,EQG,1229.09
2025,19 November,98,TRI,1227.32
2025,19 November,99,BLR,1227.09
2025,19 November,100,SLV,1226.65
2025,19 November,101,TJK,1224.93
2025,19 November,102,MOZ,1223.48
2025,19 November,103,LUX,1218.91
2025,19 November,104,KGZ,1201.22
2025,19 November,105,MAD,1198.87
2025,19 November,106,ARM,1196.08
2025,19 November,107,LBN,1190.64
2025,19 November,108,COM,1189.75
2025,19 November,109,NIG,1185.09
2025,19 November,110,VIE,1183.62
2025,19 November,111,LBY,1182.78
2025,19 November,112,TAN,1181.22
2025,19 November,113,KEN,1179.54
2025,19 November,114,MTN,1174.19
2025,19 November,115,KAZ,1173.00
2025,19 November,116,MAS,1168.41
2025,19 November,117,GAM,1161.55
2025,19 November,118,SDN,1153.56
2025,19 November,119,NAM,1153.22
2025,19 November,120,PRK,1151.05
2025,19 November,121,SLE,1149.10
2025,19 November,122,IDN,1144.73
2025,19 November,123,SUR,1140.54
2025,19 November,124,TOG,1140.35
2025,19 November,125,FRO,1135.42
2025,19 November,126,MWI,1133.75
2025,19 November,127,AZE,1132.97
2025,19 November,128,CYP,1128.50
2025,19 November,129,ZIM,1123.69
2025,19 November,130,EST,1123.11
2025,19 November,131,RWA,1117.78
2025,19 November,132,NCA,1116.86
2025,19 November,133,GNB,1108.09
2025,19 November,134,CGO,1105.96
2025,19 November,135,KUW,1103.25
2025,19 November,136,PHI,1090.95
2025,19 November,137,TKM,1087.52
2025,19 November,138,BOT,1084.56
2025,19 November,139,CTA,1083.57
2025,19 November,140,LVA,1082.68
2025,19 November,141,LBR,1081.46
2025,19 November,142,IND,1079.52
2025,19 November,143,DOM,1077.49
2025,19 November,144,LES,1065.97
2025,19 November,145,BDI,1060.22
2025,19 November,146,LTU,1056.34
2025,19 November,147,ETH,1055.36
2025,19 November,148,YEM,1048.83
2025,19 November,149,NCL,1042.62
2025,19 November,150,GUY,1041.90
2025,19 November,151,SGP,1040.43
2025,19 November,152,SOL,1039.86
2025,19 November,153,HKG,1038.14
2025,19 November,154,SKN,1035.25
2025,19 November,155,FIJ,1029.70
2025,19 November,156,PUR,1020.07
2025,19 November,157,TAH,1019.04
2025,19 November,158,MDA,1012.64
2025,19 November,159,SWZ,1010.52
2025,19 November,160,VAN,997.01
2025,19 November,161,MLT,996.59
2025,19 November,162,AFG,991.19
2025,19 November,163,MYA,990.81
2025,19 November,164,GRN,989.59
2025,19 November,165,ATG,986.58
2025,19 November,166,CUB,980.49
2025,19 November,167,LCA,980.28
2025,19 November,168,SSD,978.70
2025,19 November,169,BER,976.87
2025,19 November,170,PNG,974.90
2025,19 November,171,VIN,963.74
2025,19 November,172,AND,949.44
2025,19 November,173,MDV,945.02
2025,19 November,174,TPE,938.21
2025,19 November,175,MSR,916.75
2025,19 November,176,MRI,915.51
2025,19 November,177,CHA,914.65
2025,19 November,178,BRB,914.42
2025,19 November,179,CAM,911.54
2025,19 November,180,BAN,911.19
2025,19 November,181,BLZ,910.74
2025,19 November,182,NEP,902.44
2025,19 November,183,DMA,901.37
2025,19 November,184,ASA,883.17
2025,19 November,185,MNG,879.75
2025,19 November,186,COK,877.53
2025,19 November,187,LAO,877.05
2025,19 November,188,SAM,876.41
2025,19 November,189,BRU,875.78
2025,19 November,190,STP,871.63
2025,19 November,191,ARU,867.94
2025,19 November,192,BHU,867.86
2025,19 November,193,MAC,865.29
2025,19 November,194,SRI,857.40
2025,19 November,195,CAY,851.74
2025,19 November,196,DJI,847.89
2025,19 November,197,TGA,835.64
2025,19 November,198,TLS,835.55
2025,19 November,199,PAK,833.16
2025,19 November,200,SOM,827.07
2025,19 November,201,GUM,823.08
2025,19 November,202,GIB,818.03
2025,19 November,203,SEY,805.33
2025,19 November,204,TCA,803.98
2025,19 November,205,LIE,799.80
2025,19 November,206,BAH,796.60
2025,19 November,207,VIR,776.60
2025,19 November,208,VGB,776.54
2025,19 November,209,AIA,759.78
2025,19 November,210,SMR,726.03
2025,19 November,-,ERI,
2025,17 October,1,ESP,1880.76
2025,17 October,2,ARG,1872.43
2025,17 October,3,FRA,1862.71
2025,17 October,4,ENG,1824.30
2025,17 October,5,POR,1778.00
2025,17 October,6,NED,1759.96
2025,17 October,7,BRA,1758.85
2025,17 October,8,BEL,1740.01
2025,17 October,9,ITA,1717.15
2025,17 October,10,GER,1713.30
2025,17 October,11,CRO,1710.15
2025,17 October,12,MAR,1710.11
2025,17 October,13,COL,1695.72
2025,17 October,14,MEX,1682.52
2025,17 October,15,URU,1677.57
2025,17 October,16,USA,1673.49
2025,17 October,17,SUI,1653.32
2025,17 October,18,SEN,1650.61
2025,17 October,19,JPN,1645.34
2025,17 October,20,DEN,1641.02
2025,17 October,21,IRN,1618.28
2025,17 October,22,KOR,1593.92
2025,17 October,23,ECU,1589.72
2025,17 October,24,AUT,1586.98
2025,17 October,25,AUS,1584.02
2025,17 October,26,TUR,1570.18
2025,17 October,27,UKR,1555.36
2025,17 October,28,CAN,1554.63
2025,17 October,29,NOR,1532.14
2025,17 October,30,RUS,1530.95
2025,17 October,31,PAN,1528.21
2025,17 October,32,EGY,1525.31
2025,17 October,33,POL,1523.84
2025,17 October,34,WAL,1518.81
2025,17 October,35,ALG,1510.26
2025,17 October,36,SRB,1507.84
2025,17 October,37,HUN,1504.92
2025,17 October,38,SCO,1504.20
2025,17 October,39,PAR,1498.15
2025,17 October,40,SWE,1496.99
2025,17 October,41,NGA,1495.46
2025,17 October,42,CIV,1491.78
2025,17 October,43,TUN,1490.80
2025,17 October,44,CZE,1484.68
2025,17 October,45,CRC,1483.74
2025,17 October,46,SVK,1483.35
2025,17 October,47,ROU,1480.13
2025,17 October,48,GRE,1472.99
2025,17 October,49,PER,1464.05
2025,17 October,50,VEN,1463.27
2025,17 October,51,SVN,1462.93
2025,17 October,52,QAT,1461.60
2025,17 October,53,MLI,1455.78
2025,17 October,54,CMR,1453.71
2025,17 October,55,UZB,1452.34
2025,17 October,56,CHI,1446.93
2025,17 October,57,IRQ,1428.69
2025,17 October,58,KSA,1427.37
2025,17 October,59,RSA,1423.17
2025,17 October,60,COD,1421.32
2025,17 October,61,ALB,1401.34
2025,17 October,62,IRL,1401.18
2025,17 October,63,BFA,1398.05
2025,17 October,64,HON,1396.23
2025,17 October,65,MKD,1390.60
2025,17 October,66,JOR,1380.87
2025,17 October,67,UAE,1379.93
2025,17 October,68,JAM,1367.18
2025,17 October,69,NIR,1366.27
2025,17 October,70,GEO,1365.92
2025,17 October,71,CPV,1364.26
2025,17 October,72,FIN,1360.27
2025,17 October,73,GHA,1356.40
2025,17 October,74,ISL,1344.84
2025,17 October,75,BIH,1341.36
2025,17 October,76,BOL,1334.55
2025,17 October,77,GAB,1329.91
2025,17 October,78,ISR,1324.57
2025,17 October,79,OMA,1312.32
2025,17 October,80,GUI,1305.22
2025,17 October,81,MNE,1297.88
2025,17 October,82,CUW,1295.52
2025,17 October,83,UGA,1287.75
2025,17 October,84,KOS,1284.73
2025,17 October,85,NZL,1283.30
2025,17 October,86,SYR,1274.16
2025,17 October,87,ZAM,1268.60
2025,17 October,88,HAI,1268.32
2025,17 October,89,ANG,1267.45
2025,17 October,90,BHR,1267.16
2025,17 October,91,BUL,1263.07
2025,17 October,92,BEN,1259.39
2025,17 October,93,CHN,1249.06
2025,17 October,94,SLV,1247.77
2025,17 October,95,GUA,1241.52
2025,17 October,96,THA,1235.36
2025,17 October,97,LUX,1231.80
2025,17 October,98,PLE,1230.55
2025,17 October,99,EQG,1229.91
2025,17 October,100,TRI,1229.90
2025,17 October,101,MOZ,1227.53
2025,17 October,102,TJK,1220.21
2025,17 October,103,BLR,1212.78
2025,17 October,104,ARM,1204.70
2025,17 October,105,KGZ,1201.22
2025,17 October,106,MAD,1193.48
2025,17 October,107,TAN,1187.08
2025,17 October,108,NIG,1187.00
2025,17 October,109,KEN,1185.55
2025,17 October,110,LBN,1184.68
2025,17 October,111,VIE,1183.62
2025,17 October,112,COM,1180.18
2025,17 October,113,MTN,1179.20
2025,17 October,114,LBY,1177.77
2025,17 October,115,KAZ,1168.47
2025,17 October,116,NAM,1162.79
2025,17 October,117,GAM,1162.12
2025,17 October,118,MAS,1161.53
2025,17 October,119,SDN,1157.11
2025,17 October,120,PRK,1151.05
2025,17 October,121,SLE,1149.10
2025,17 October,122,IDN,1144.73
2025,17 October,123,AZE,1142.25
2025,17 October,124,TOG,1140.35
2025,17 October,125,CYP,1137.43
2025,17 October,126,SUR,1135.89
2025,17 October,127,FRO,1132.41
2025,17 October,128,MWI,1129.89
2025,17 October,129,ZIM,1125.55
2025,17 October,130,EST,1122.25
2025,17 October,131,RWA,1117.78
2025,17 October,132,GNB,1108.09
2025,17 October,133,NCA,1106.83
2025,17 October,134,CGO,1105.96
2025,17 October,135,KUW,1096.82
2025,17 October,136,IND,1096.65
2025,17 October,137,BOT,1084.56
2025,17 October,138,LBR,1084.46
2025,17 October,139,LVA,1084.26
2025,17 October,140,CTA,1083.57
2025,17 October,141,PHI,1081.44
2025,17 October,142,TKM,1078.09
2025,17 October,143,DOM,1073.54
2025,17 October,144,LES,1069.83
2025,17 October,145,BDI,1060.22
2025,17 October,146,LTU,1055.58
2025,17 October,147,ETH,1055.36
2025,17 October,148,HKG,1052.54
2025,17 October,149,SOL,1045.58
2025,17 October,150,NCL,1042.62
2025,17 October,151,SKN,1041.53
2025,17 October,152,YEM,1040.13
2025,17 October,153,GUY,1037.34
2025,17 October,154,FIJ,1035.11
2025,17 October,155,SGP,1030.49
2025,17 October,156,MDA,1020.20
2025,17 October,157,PUR,1020.07
2025,17 October,158,TAH,1019.04
2025,17 October,159,SWZ,1010.52
2025,17 October,160,ATG,992.38
2025,17 October,161,VAN,991.59
2025,17 October,162,AFG,991.19
2025,17 October,163,MYA,990.81
2025,17 October,164,LCA,990.69
2025,17 October,165,GRN,986.48
2025,17 October,166,MLT,979.18
2025,17 October,167,SSD,978.70
2025,17 October,168,BER,976.75
2025,17 October,169,CUB,975.34
2025,17 October,170,PNG,969.17
2025,17 October,171,VIN,962.43
2025,17 October,172,AND,955.10
2025,17 October,173,MDV,954.53
2025,17 October,174,TPE,947.64
2025,17 October,175,BRB,919.97
2025,17 October,176,MSR,916.75
2025,17 October,177,MRI,915.51
2025,17 October,178,CHA,913.87
2025,17 October,179,CAM,910.21
2025,17 October,180,NEP,909.32
2025,17 October,181,BLZ,904.45
2025,17 October,182,DMA,901.37
2025,17 October,183,BAN,894.06
2025,17 October,184,ASA,883.17
2025,17 October,185,BRU,881.74
2025,17 October,186,MNG,879.75
2025,17 October,187,COK,877.53
2025,17 October,188,LAO,877.05
2025,17 October,189,BHU,876.56
2025,17 October,190,SAM,876.41
2025,17 October,191,STP,871.63
2025,17 October,192,MAC,865.29
2025,17 October,193,SRI,862.17
2025,17 October,194,ARU,861.16
2025,17 October,195,CAY,853.37
2025,17 October,196,DJI,847.89
2025,17 October,197,TLS,840.27
2025,17 October,198,PAK,837.09
2025,17 October,199,TGA,835.64
2025,17 October,200,GIB,823.32
2025,17 October,201,GUM,823.08
2025,17 October,202,SOM,818.59
2025,17 October,203,BAH,807.36
2025,17 October,204,SEY,805.33
2025,17 October,205,TCA,803.98
2025,17 October,206,LIE,801.99
2025,17 October,207,VIR,779.71
2025,17 October,208,VGB,765.41
2025,17 October,209,AIA,758.52
2025,17 October,210,SMR,727.95
2025,17 October,-,ERI,
2025,18 September,1,ESP,1875.37
2025,18 September,2,FRA,1870.92
2025,18 September,3,ARG,1870.32
2025,18 September,4,ENG,1820.44
2025,18 September,5,POR,1779.55
2025,18 September,6,BRA,1761.60
2025,18 September,7,NED,1754.17
2025,18 September,8,BEL,1739.54
2025,18 September,9,CRO,1714.20
2025,18 September,10,ITA,1710.06
2025,18 September,11,MAR,1706.27
2025,18 September,12,GER,1704.27
2025,18 September,13,COL,1692.10
2025,18 September,14,MEX,1688.38
2025,18 September,15,URU,1673.65
2025,18 September,16,USA,1670.04
2025,18 September,17,SUI,1648.30
